playerid,activity_date,purchases,gameends
10100288,2017-04-20,0,10
20931486,2017-04-20,0,18
47139581,2017-04-20,0,5
4263649,2017-04-20,0,8
47141966,2017-04-20,0,7
41109070,2017-04-20,0,6
32147084,2017-04-20,0,8
837929,2017-04-20,0,9
25910072,2017-04-20,0,8
14711792,2017-04-20,0,14
34194300,2017-04-20,0,12
7393811,2017-04-20,0,9
39670058,2017-04-20,0,11
35577664,2017-04-20,0,27
5174226,2017-04-20,0,10
23312074,2017-04-20,0,4
15980380,2017-04-20,0,5
33195975,2017-04-20,0,11
16683460,2017-04-20,0,6
39301664,2017-04-20,0,13
35360133,2017-04-20,0,12
10697683,2017-04-20,0,22
24443912,2017-04-20,0,8
3650759,2017-04-20,0,20
30713971,2017-04-20,0,6
45092058,2017-04-20,0,7
35506610,2017-04-20,0,16
23099484,2017-04-20,0,21
45490943,2017-04-20,0,16
14716257,2017-04-20,0,11
20730759,2017-04-20,0,4
26432215,2017-04-20,0,15
18269657,2017-04-20,0,11
31750407,2017-04-20,0,28
37003180,2017-04-20,0,10
37458215,2017-04-20,0,10
24477277,2017-04-20,1,13
36741635,2017-04-20,0,13
46270779,2017-04-20,0,12
19707381,2017-04-20,0,10
37281196,2017-04-20,0,14
25098916,2017-04-20,0,2
19876473,2017-04-20,0,13
40947183,2017-04-20,0,52
35734816,2017-04-20,0,11
37965534,2017-04-20,0,11
11944641,2017-04-20,0,11
25377333,2017-04-20,0,10
26021201,2017-04-20,0,13
24596721,2017-04-20,0,8
18765210,2017-04-20,0,15
45254739,2017-04-20,0,6
36336195,2017-04-20,0,14
37263969,2017-04-20,0,7
15065806,2017-04-20,0,8
36271831,2017-04-20,0,10
8204551,2017-04-20,0,6
25332481,2017-04-20,0,8
37216792,2017-04-20,0,22
8494785,2017-04-20,0,3
47051359,2017-04-20,0,27
28721455,2017-04-20,0,19
20038063,2017-04-20,0,7
42300084,2017-04-20,0,10
47230182,2017-04-20,0,11
12611885,2017-04-20,0,8
20051306,2017-04-20,0,8
47429440,2017-04-20,0,7
22680939,2017-04-20,0,34
17986215,2017-04-20,0,7
19747330,2017-04-20,0,8
14129633,2017-04-20,0,4
35288783,2017-04-20,0,13
2332048,2017-04-20,0,10
32138686,2017-04-20,0,25
4885090,2017-04-20,0,10
15731905,2017-04-20,0,18
45229645,2017-04-20,0,12
35273844,2017-04-20,0,34
21839781,2017-04-20,0,15
8369543,2017-04-20,0,18
33965952,2017-04-20,0,9
25597219,2017-04-20,0,7
41474293,2017-04-20,0,8
4818256,2017-04-20,2,18
27650891,2017-04-20,0,8
47153687,2017-04-20,0,16
29062769,2017-04-20,0,12
26685348,2017-04-20,0,4
10546699,2017-04-20,0,10
47837263,2017-04-20,0,8
27748999,2017-04-20,0,6
41275378,2017-04-20,0,22
16473335,2017-04-20,0,23
34129448,2017-04-20,0,5
13776592,2017-04-20,0,12
26357934,2017-04-20,0,3
24560846,2017-04-20,0,12
32033270,2017-04-20,0,8
35022087,2017-04-20,0,12
46040546,2017-04-20,0,5
28302531,2017-04-20,0,7
31611359,2017-04-20,0,9
22223813,2017-04-20,0,8
40397768,2017-04-20,0,18
35020947,2017-04-20,0,9
27423424,2017-04-20,0,7
47322553,2017-04-20,0,12
1122181,2017-04-20,0,19
32494534,2017-04-20,0,7
44036214,2017-04-20,0,7
33291653,2017-04-20,0,2
8716609,2017-04-20,0,23
33658603,2017-04-20,0,7
37155462,2017-04-20,0,9
36013167,2017-04-20,0,6
44232358,2017-04-20,0,16
11613329,2017-04-20,0,9
18290497,2017-04-20,0,19
4432336,2017-04-20,0,4
40160984,2017-04-20,0,5
21180127,2017-04-20,0,3
21511099,2017-04-20,0,10
26353713,2017-04-20,0,12
13031788,2017-04-20,0,13
22144708,2017-04-20,0,6
39183822,2017-04-20,0,17
36801004,2017-04-20,0,5
23414632,2017-04-20,0,18
41213851,2017-04-20,0,6
41434119,2017-04-20,0,6
39588227,2017-04-20,0,9
47098373,2017-04-20,0,12
14114293,2017-04-20,0,13
44291707,2017-04-20,0,30
40320597,2017-04-20,0,14
10092297,2017-04-20,0,2
27525404,2017-04-20,0,12
12081838,2017-04-20,0,6
8666917,2017-04-20,0,7
44441912,2017-04-20,0,6
36316822,2017-04-20,0,6
1062365,2017-04-20,0,7
17380066,2017-04-20,0,9
304764,2017-04-20,0,12
14282699,2017-04-20,0,9
4615884,2017-04-20,0,7
8111453,2017-04-20,0,21
35154901,2017-04-20,0,20
16036409,2017-04-20,0,16
27155588,2017-04-20,0,5
343871,2017-04-20,0,8
15676303,2017-04-20,0,6
24566249,2017-04-20,0,9
10069323,2017-04-20,0,7
9184946,2017-04-20,0,5
17078217,2017-04-20,0,17
4930282,2017-04-20,0,13
16173064,2017-04-20,0,14
33306293,2017-04-20,0,7
35191940,2017-04-20,0,8
22135116,2017-04-20,0,22
37058066,2017-04-20,0,11
4640323,2017-04-20,0,9
14369199,2017-04-20,0,13
22535219,2017-04-20,0,5
8181357,2017-04-20,0,4
33330730,2017-04-20,0,13
5312543,2017-04-20,0,8
47133271,2017-04-20,0,13
35463812,2017-04-20,0,10
17356997,2017-04-20,0,18
248942,2017-04-20,0,9
20702568,2017-04-20,0,9
18152869,2017-04-20,0,9
31983201,2017-04-20,0,11
25167752,2017-04-20,0,9
40016800,2017-04-20,0,10
24320368,2017-04-20,0,11
41047123,2017-04-20,0,20
40159963,2017-04-20,0,7
36288770,2017-04-20,0,17
17072472,2017-04-20,0,9
12636390,2017-04-20,0,14
4632522,2017-04-20,0,13
10397971,2017-04-20,0,22
33326349,2017-04-20,0,13
39125309,2017-04-20,0,4
14275251,2017-04-20,0,8
33432142,2017-04-20,0,9
490187,2017-04-20,0,12
41038351,2017-04-20,0,27
47118431,2017-04-20,0,6
25015046,2017-04-20,0,43
1732770,2017-04-20,0,7
27512708,2017-04-20,0,15
39084550,2017-04-20,0,11
22746682,2017-04-20,0,7
30042844,2017-04-20,0,6
5252252,2017-04-20,0,16
4023769,2017-04-20,0,10
14436624,2017-04-20,0,13
25153509,2017-04-20,0,15
12071282,2017-04-20,0,10
33117613,2017-04-20,0,14
41014615,2017-04-20,0,12
28039559,2017-04-20,0,22
19499326,2017-04-20,0,23
5209400,2017-04-20,0,8
47174848,2017-04-20,0,11
47191597,2017-04-20,0,7
13738924,2017-04-20,0,8
33227630,2017-04-20,0,8
26744253,2017-04-20,0,13
17308370,2017-04-20,0,21
350500,2017-04-20,0,63
4314561,2017-04-20,0,8
30861702,2017-04-20,0,39
45525396,2017-04-20,0,10
42177040,2017-04-20,0,29
46313670,2017-04-20,0,16
31547860,2017-04-20,0,6
40457054,2017-04-20,0,17
17477827,2017-04-20,0,21
28490437,2017-04-20,0,15
45002917,2017-04-20,0,8
13069988,2017-04-20,0,8
7407176,2017-04-20,0,10
16331162,2017-04-20,0,12
39469060,2017-04-20,0,8
6766425,2017-04-20,0,7
22016764,2017-04-20,0,14
12561816,2017-04-20,3,8
47290259,2017-04-20,0,14
5384630,2017-04-20,0,5
18264326,2017-04-20,0,17
31515346,2017-04-20,0,9
24388663,2017-04-20,0,6
33713251,2017-04-20,0,10
539430,2017-04-20,0,7
15644863,2017-04-20,0,9
20375936,2017-04-20,0,12
37460294,2017-04-20,0,14
47453551,2017-04-20,0,10
11465590,2017-04-20,0,11
20907027,2017-04-20,0,7
10598213,2017-04-20,0,11
40171400,2017-04-20,1,7
40714544,2017-04-20,0,34
37352870,2017-04-20,0,13
23880185,2017-04-20,0,9
23094825,2017-04-20,0,11
16005255,2017-04-20,0,11
23060695,2017-04-20,0,28
30302800,2017-04-20,0,8
33220192,2017-04-20,0,6
40251855,2017-04-20,0,13
11361218,2017-04-20,0,18
17875,2017-04-20,0,8
18007309,2017-04-20,0,6
36187542,2017-04-20,0,10
6270747,2017-04-20,0,6
30436285,2017-04-20,0,9
16365984,2017-04-20,0,7
5678802,2017-04-20,0,6
47038505,2017-04-20,0,10
30331672,2017-04-20,0,14
41236331,2017-04-20,0,28
44056505,2017-04-20,0,9
16317292,2017-04-20,0,5
33209958,2017-04-20,0,13
17415119,2017-04-20,0,9
27315065,2017-04-20,0,13
43039804,2017-04-20,0,27
44130517,2017-04-20,0,9
19122186,2017-04-20,0,38
26043367,2017-04-20,0,8
17367824,2017-04-20,0,12
13140775,2017-04-20,0,6
12092914,2017-04-20,0,8
40195465,2017-04-20,0,13
40357997,2017-04-20,0,6
8109980,2017-04-20,0,12
44206397,2017-04-20,0,8
13268248,2017-04-20,0,9
22140363,2017-04-20,0,11
11932800,2017-04-20,0,78
16216412,2017-04-20,0,12
26179949,2017-04-20,0,9
39027465,2017-04-20,0,12
14658033,2017-04-20,0,14
722795,2017-04-20,0,9
36560302,2017-04-20,0,3
17152211,2017-04-20,0,7
8453278,2017-04-20,0,32
31213155,2017-04-20,0,12
28288215,2017-04-20,0,6
31274801,2017-04-20,0,20
23349994,2017-04-20,0,18
13343281,2017-04-20,0,15
9394567,2017-04-20,0,10
47159191,2017-04-20,0,9
25357826,2017-04-20,0,13
43396324,2017-04-20,0,7
44286605,2017-04-20,0,12
43227315,2017-04-20,0,11
35979281,2017-04-20,0,7
26086088,2017-04-20,0,24
35577790,2017-04-20,0,10
31743439,2017-04-20,0,12
9189342,2017-04-20,0,7
10285208,2017-04-20,0,15
41538958,2017-04-20,0,12
16682437,2017-04-20,0,16
37647196,2017-04-20,0,9
44493358,2017-04-20,0,15
47661412,2017-04-20,0,3
45018044,2017-04-20,0,12
27140664,2017-04-20,0,14
39590026,2017-04-20,0,8
37124692,2017-04-20,0,9
20178877,2017-04-20,0,11
40173338,2017-04-20,0,8
43194272,2017-04-20,0,12
20311850,2017-04-20,0,31
9809899,2017-04-20,0,12
35522291,2017-04-20,0,12
35652905,2017-04-20,0,21
12964821,2017-04-20,0,13
17248710,2017-04-20,0,12
47753150,2017-04-20,0,13
39405996,2017-04-20,0,6
5075345,2017-04-20,0,16
6520035,2017-04-20,0,29
20184104,2017-04-20,0,8
40987635,2017-04-20,0,8
31851043,2017-04-20,0,6
36253405,2017-04-20,0,10
18545108,2017-04-20,0,9
13938027,2017-04-20,0,26
26107219,2017-04-20,0,2
36778285,2017-04-20,0,5
33668519,2017-04-20,0,12
25292355,2017-04-20,0,17
46623981,2017-04-20,0,16
15270788,2017-04-20,0,13
6006159,2017-04-20,0,5
25271828,2017-04-20,0,14
13084658,2017-04-20,0,12
47167140,2017-04-20,0,19
30428602,2017-04-20,0,9
17179368,2017-04-20,0,10
47534490,2017-04-20,0,32
21452161,2017-04-20,0,17
45187175,2017-04-20,0,63
40852613,2017-04-20,0,43
22405915,2017-04-20,0,8
25443698,2017-04-20,0,25
20077319,2017-04-20,0,15
26855925,2017-04-20,0,12
45156035,2017-04-20,0,28
11157626,2017-04-20,0,5
41045753,2017-04-20,0,7
45343315,2017-04-20,0,9
33552655,2017-04-20,0,10
28166752,2017-04-20,0,34
32129117,2017-04-20,0,5
26242177,2017-04-20,0,6
8951100,2017-04-20,0,11
41583012,2017-04-20,0,9
36985778,2017-04-20,0,10
31815869,2017-04-20,0,9
43759727,2017-04-20,0,26
40744250,2017-04-20,0,18
35456222,2017-04-20,0,9
5445911,2017-04-20,0,8
46010496,2017-04-20,0,13
28011983,2017-04-20,0,31
14231073,2017-04-20,0,20
1879040,2017-04-20,0,23
17462644,2017-04-20,0,4
13445766,2017-04-20,0,5
31905371,2017-04-20,0,10
41390963,2017-04-20,0,5
47345065,2017-04-20,0,5
23181644,2017-04-20,0,19
906823,2017-04-20,0,15
15700728,2017-04-20,0,8
24911739,2017-04-20,0,5
33185734,2017-04-20,0,12
32070801,2017-04-20,0,7
47117214,2017-04-20,0,14
4462940,2017-04-20,0,43
28284735,2017-04-20,0,6
16389783,2017-04-20,4,27
8260663,2017-04-20,0,5
33800272,2017-04-20,0,14
30162382,2017-04-20,0,5
41156194,2017-04-20,0,18
30764756,2017-04-20,0,6
19191921,2017-04-20,0,7
5597074,2017-04-20,0,11
44192094,2017-04-20,0,9
17100587,2017-04-20,0,6
36690341,2017-04-20,0,8
31718296,2017-04-20,0,68
18074352,2017-04-20,0,4
7954183,2017-04-20,0,7
40695376,2017-04-20,0,14
39244433,2017-04-20,0,7
39136678,2017-04-20,0,6
8330988,2017-04-20,0,13
6594901,2017-04-20,0,5
31933857,2017-04-20,0,11
40861241,2017-04-20,0,11
46040276,2017-04-20,0,49
47436875,2017-04-20,0,5
13376473,2017-04-20,0,12
28646249,2017-04-20,0,10
27551145,2017-04-20,0,7
45369241,2017-04-20,0,11
35191133,2017-04-20,0,4
28645700,2017-04-20,0,6
36398915,2017-04-20,0,10
40901997,2017-04-20,0,54
25261723,2017-04-20,0,3
31761862,2017-04-20,0,12
37212457,2017-04-20,0,11
35703246,2017-04-20,0,12
33653849,2017-04-20,0,4
43220776,2017-04-20,0,4
47450570,2017-04-20,0,12
28412087,2017-04-20,0,10
15629409,2017-04-20,0,5
17070460,2017-04-20,0,30
28328571,2017-04-20,0,6
9133808,2017-04-20,0,9
5556491,2017-04-20,0,44
18768646,2017-04-20,0,27
40267597,2017-04-20,0,1
24621705,2017-04-20,0,11
37456982,2017-04-20,0,56
25598971,2017-04-20,0,11
14609659,2017-04-20,0,17
21514965,2017-04-20,0,5
19902487,2017-04-20,0,21
44157346,2017-04-20,0,20
47132922,2017-04-20,0,12
9192610,2017-04-20,0,7
37650608,2017-04-20,0,14
26546076,2017-04-20,0,8
17179143,2017-04-20,0,18
42170086,2017-04-20,0,13
33990262,2017-04-20,0,8
36988403,2017-04-20,0,2
20098048,2017-04-20,0,14
23196882,2017-04-20,0,6
30360359,2017-04-20,0,2
47247111,2017-04-20,0,19
40027609,2017-04-20,0,10
18377786,2017-04-20,0,5
23851423,2017-04-20,0,5
17029298,2017-04-20,0,10
6906656,2017-04-20,0,3
28132705,2017-04-20,0,16
33765551,2017-04-20,0,19
7485997,2017-04-20,0,9
23857358,2017-04-20,0,4
9289904,2017-04-20,0,16
41697448,2017-04-20,0,7
24838000,2017-04-20,0,32
44615073,2017-04-20,0,11
12798396,2017-04-20,0,18
26180429,2017-04-20,0,37
30341794,2017-04-20,0,5
32714013,2017-04-20,0,17
47689437,2017-04-20,0,34
21558470,2017-04-20,0,7
16601606,2017-04-20,0,15
44695867,2017-04-20,0,9
43081878,2017-04-20,0,5
28441990,2017-04-20,0,25
35194089,2017-04-20,0,10
21044340,2017-04-20,0,17
1646781,2017-04-20,0,13
22607422,2017-04-20,0,2
47131798,2017-04-20,0,8
19065921,2017-04-20,0,9
35292447,2017-04-20,0,6
10435217,2017-04-20,0,9
46296644,2017-04-20,0,36
47056699,2017-04-20,0,16
43801936,2017-04-20,0,8
47589748,2017-04-20,0,5
14785529,2017-04-20,0,12
31514836,2017-04-20,0,7
19412118,2017-04-20,0,17
35611809,2017-04-20,0,12
15429784,2017-04-20,0,40
2146437,2017-04-20,0,25
22963197,2017-04-20,0,3
36374031,2017-04-20,0,8
47315461,2017-04-20,0,7
47102472,2017-04-20,0,34
40588186,2017-04-20,0,14
15898,2017-04-20,0,12
47205252,2017-04-20,0,11
47052132,2017-04-20,0,8
21189705,2017-04-20,0,6
33348672,2017-04-20,0,10
24201496,2017-04-20,0,8
7547443,2017-04-20,0,4
40949609,2017-04-20,0,34
28788246,2017-04-20,0,8
25840126,2017-04-20,0,43
44105549,2017-04-20,0,6
40455477,2017-04-20,0,7
24580585,2017-04-20,0,9
31064151,2017-04-20,0,10
10932075,2017-04-20,0,18
21038282,2017-04-20,0,10
19553422,2017-04-20,0,21
14397220,2017-04-20,0,8
16752057,2017-04-20,0,9
39126149,2017-04-20,0,12
41871393,2017-04-20,0,13
13214333,2017-04-20,0,24
35784093,2017-04-20,0,9
35532215,2017-04-20,0,18
6348446,2017-04-20,0,12
11415206,2017-04-20,0,11
43286163,2017-04-20,0,8
43425220,2017-04-20,0,11
19163913,2017-04-20,0,10
6118592,2017-04-20,0,6
9389830,2017-04-20,0,9
47768325,2017-04-20,0,12
14165225,2017-04-20,0,10
47219605,2017-04-20,0,10
7224465,2017-04-20,0,44
45110890,2017-04-20,0,20
37504389,2017-04-20,0,2
25327735,2017-04-20,0,3
35805397,2017-04-20,0,13
47638410,2017-04-20,0,24
22850985,2017-04-20,0,7
40436125,2017-04-20,0,10
39460878,2017-04-20,0,9
30364955,2017-04-20,0,4
33589634,2017-04-20,0,13
14770534,2017-04-20,0,65
40314644,2017-04-20,0,6
40164649,2017-04-20,1,17
45118121,2017-04-20,0,6
47082379,2017-04-20,0,6
36758686,2017-04-20,0,33
33971801,2017-04-20,0,19
9145081,2017-04-20,0,10
39386736,2017-04-20,0,16
24042744,2017-04-20,0,13
39396376,2017-04-20,0,25
28482785,2017-04-20,0,6
5208850,2017-04-20,0,5
37410312,2017-04-20,0,11
45133593,2017-04-20,0,20
22886002,2017-04-20,0,5
39534937,2017-04-20,0,17
7905002,2017-04-20,0,8
2043077,2017-04-20,0,16
4312891,2017-04-20,0,7
22923184,2017-04-20,0,9
47080399,2017-04-20,0,13
1762105,2017-04-20,0,3
21089615,2017-04-20,0,6
8881951,2017-04-20,0,8
29264231,2017-04-20,0,14
13684954,2017-04-20,0,10
11064545,2017-04-20,0,7
14465337,2017-04-20,0,12
37847843,2017-04-20,0,13
21432641,2017-04-20,0,26
47186784,2017-04-20,0,11
25844260,2017-04-20,0,7
20064231,2017-04-20,0,20
42075865,2017-04-20,0,9
11384304,2017-04-20,0,11
14146115,2017-04-20,0,11
7068140,2017-04-20,0,7
17789934,2017-04-20,0,27
35051317,2017-04-20,0,9
47084240,2017-04-20,0,13
33915708,2017-04-20,0,20
1768709,2017-04-20,0,88
33267933,2017-04-20,0,9
33418695,2017-04-20,0,9
5945244,2017-04-20,0,7
21753641,2017-04-20,0,8
44384395,2017-04-20,0,8
7331299,2017-04-20,0,11
41591211,2017-04-20,0,8
17080068,2017-04-20,0,8
15259624,2017-04-20,0,7
30729116,2017-04-20,0,10
8805820,2017-04-20,0,4
13423466,2017-04-20,0,12
44061039,2017-04-20,0,15
26983740,2017-04-20,0,6
36702295,2017-04-20,0,13
9936274,2017-04-20,0,17
36128796,2017-04-20,0,17
36620402,2017-04-20,0,4
28360374,2017-04-20,0,11
9419925,2017-04-20,0,11
24794989,2017-04-20,0,11
47323781,2017-04-20,0,14
14332086,2017-04-20,0,18
37156357,2017-04-20,0,14
28780943,2017-04-20,0,8
21866346,2017-04-20,0,8
24603423,2017-04-20,0,7
36560130,2017-04-20,0,4
47320031,2017-04-20,0,18
25173565,2017-04-20,0,4
18706215,2017-04-20,0,6
39690639,2017-04-20,0,16
17806590,2017-04-20,0,7
23078047,2017-04-20,0,51
20916868,2017-04-20,0,11
24150906,2017-04-20,0,9
1696617,2017-04-20,0,22
43534909,2017-04-20,0,8
35156624,2017-04-20,0,8
7858926,2017-04-20,0,3
37125181,2017-04-20,0,9
4389488,2017-04-20,0,5
40315561,2017-04-20,0,5
8388342,2017-04-20,0,6
34254498,2017-04-20,0,7
18405807,2017-04-20,0,6
10034801,2017-04-20,0,7
36702758,2017-04-20,0,6
42742582,2017-04-20,0,19
35068845,2017-04-20,0,6
41144888,2017-04-20,0,2
11543723,2017-04-20,0,6
41156274,2017-04-20,0,7
47349879,2017-04-20,0,5
12465369,2017-04-20,0,11
40480054,2017-04-20,0,10
17258676,2017-04-20,0,7
32324848,2017-04-20,0,5
44299440,2017-04-20,0,8
11576626,2017-04-20,0,11
33899588,2017-04-20,0,20
34451627,2017-04-20,0,14
14104741,2017-04-20,0,10
27300732,2017-04-20,0,23
47053145,2017-04-20,0,18
47718708,2017-04-20,0,10
18664225,2017-04-20,0,41
37608191,2017-04-20,0,10
43806168,2017-04-20,0,8
36631757,2017-04-20,0,22
37213226,2017-04-20,0,10
45012600,2017-04-20,0,5
30191879,2017-04-20,0,6
33705737,2017-04-20,0,8
43435429,2017-04-20,0,12
41366400,2017-04-20,0,21
17690164,2017-04-20,0,15
13071560,2017-04-20,0,10
22315383,2017-04-20,0,8
39315336,2017-04-20,0,3
28221127,2017-04-20,0,11
36839939,2017-04-20,0,14
47628623,2017-04-20,0,12
20205507,2017-04-20,0,3
22766138,2017-04-20,0,12
31340094,2017-04-20,0,12
39011486,2017-04-20,0,4
28904904,2017-04-20,0,11
30296158,2017-04-20,0,15
36932479,2017-04-20,0,5
46554342,2017-04-20,0,2
2514128,2017-04-20,0,29
31545554,2017-04-20,0,18
41075073,2017-04-20,0,5
17660782,2017-04-20,0,11
43615768,2017-04-20,0,25
28259482,2017-04-20,0,4
36238103,2017-04-20,0,12
35232438,2017-04-20,0,10
30365115,2017-04-20,0,12
46442083,2017-04-20,0,8
9671857,2017-04-20,0,21
41253115,2017-04-20,0,9
15883683,2017-04-20,0,12
44039925,2017-04-20,0,15
8498052,2017-04-20,0,7
27023381,2017-04-20,0,7
47103743,2017-04-20,0,7
44484161,2017-04-20,0,30
6964776,2017-04-20,0,10
46002370,2017-04-20,0,8
17262676,2017-04-20,0,8
37144341,2017-04-20,0,7
26888260,2017-04-20,0,7
44073571,2017-04-20,0,6
4382579,2017-04-20,0,7
21666005,2017-04-20,0,19
37073736,2017-04-20,0,8
27130442,2017-04-20,0,9
28782723,2017-04-20,0,11
47562088,2017-04-20,0,8
40756717,2017-04-20,0,10
44108598,2017-04-20,0,6
39807789,2017-04-20,0,8
44467132,2017-04-20,0,3
28859636,2017-04-20,0,28
14273236,2017-04-20,0,2
46082161,2017-04-20,0,11
44108203,2017-04-20,0,6
41589445,2017-04-20,0,8
28711109,2017-04-20,0,17
15841966,2017-04-20,0,10
32050473,2017-04-20,0,14
18154799,2017-04-20,0,8
8787297,2017-04-20,0,8
44081891,2017-04-20,0,22
1905248,2017-04-20,0,9
27123050,2017-04-20,0,7
47312391,2017-04-20,0,8
26013547,2017-04-20,0,6
6358301,2017-04-20,0,7
27176878,2017-04-20,0,8
5514161,2017-04-20,0,37
27549524,2017-04-20,0,8
41492036,2017-04-20,0,12
47135740,2017-04-20,0,13
39934144,2017-04-20,0,8
40138166,2017-04-20,0,11
23725593,2017-04-20,0,13
29102447,2017-04-20,0,21
36630985,2017-04-20,0,15
47564962,2017-04-20,0,9
40971242,2017-04-20,0,12
46081756,2017-04-20,0,6
15950123,2017-04-20,0,16
10933931,2017-04-20,0,54
19468754,2017-04-20,0,14
31368335,2017-04-20,0,7
36530989,2017-04-20,0,7
33705578,2017-04-20,0,3
41563327,2017-04-20,0,20
9338975,2017-04-20,0,13
43388433,2017-04-20,0,5
19389698,2017-04-20,0,5
21969777,2017-04-20,0,40
33953357,2017-04-20,0,18
37091090,2017-04-20,0,7
47227246,2017-04-20,0,8
46234792,2017-04-20,0,8
13969917,2017-04-20,0,34
18430779,2017-04-20,0,4
13463120,2017-04-20,0,21
18421071,2017-04-20,0,16
13945740,2017-04-20,0,57
10765580,2017-04-20,0,9
7404899,2017-04-20,0,13
12149628,2017-04-20,0,5
28708538,2017-04-20,0,11
44127071,2017-04-20,0,4
5810564,2017-04-20,0,6
18407617,2017-04-20,0,22
17304787,2017-04-20,0,9
40583269,2017-04-20,1,10
28742881,2017-04-20,0,11
28794546,2017-04-20,0,17
24777134,2017-04-20,0,11
17149639,2017-04-20,0,9
33714800,2017-04-20,0,4
11657924,2017-04-20,0,23
30676081,2017-04-20,0,9
41902516,2017-04-20,0,10
16706851,2017-04-20,0,23
5632222,2017-04-20,0,18
43176298,2017-04-20,5,13
44829719,2017-04-20,0,5
12148369,2017-04-20,0,8
174932,2017-04-20,0,15
30296871,2017-04-20,0,16
47326099,2017-04-20,0,14
19950444,2017-04-20,0,7
20508559,2017-04-20,0,10
12657620,2017-04-20,0,8
11645528,2017-04-20,0,10
1899150,2017-04-20,0,11
18577647,2017-04-20,0,5
40424690,2017-04-20,0,7
21207068,2017-04-20,0,14
14247282,2017-04-20,0,7
30799145,2017-04-20,0,19
40870618,2017-04-20,0,10
33297099,2017-04-20,0,27
18841070,2017-04-20,0,17
45746347,2017-04-20,0,21
11376899,2017-04-20,0,5
40106325,2017-04-20,0,13
36178074,2017-04-20,0,10
13704228,2017-04-20,0,13
23375698,2017-04-20,0,15
41220081,2017-04-20,0,14
45307782,2017-04-20,0,22
26392133,2017-04-20,0,22
12821631,2017-04-20,0,32
47592360,2017-04-20,2,16
20089345,2017-04-20,0,3
43372243,2017-04-20,0,100
36994767,2017-04-20,0,15
1017445,2017-04-20,0,7
47831964,2017-04-20,0,10
1297063,2017-04-20,0,12
10197147,2017-04-20,0,16
26733032,2017-04-20,0,7
6595948,2017-04-20,0,6
24076010,2017-04-20,0,7
47311655,2017-04-20,0,36
25503786,2017-04-20,0,5
17116006,2017-04-20,0,12
22689666,2017-04-20,0,55
26696201,2017-04-20,0,13
24345203,2017-04-20,0,5
22444153,2017-04-20,0,8
39535250,2017-04-20,0,16
2150174,2017-04-20,0,5
31115143,2017-04-20,0,8
21271983,2017-04-20,0,13
21551191,2017-04-20,0,4
17941542,2017-04-20,0,10
40074631,2017-04-20,0,4
18623704,2017-04-20,0,31
40363786,2017-04-20,0,10
20386638,2017-04-20,0,15
41493105,2017-04-20,0,6
22402968,2017-04-20,0,13
18779942,2017-04-20,0,13
17935810,2017-04-20,0,8
33689861,2017-04-20,0,11
4211412,2017-04-20,0,9
43809352,2017-04-20,0,19
47362365,2017-04-20,0,28
24631725,2017-04-20,0,4
36779945,2017-04-20,0,22
36924795,2017-04-20,0,10
40917192,2017-04-20,0,10
27192759,2017-04-20,55,17
44249749,2017-04-20,0,6
37600567,2017-04-20,0,7
40831527,2017-04-20,0,6
4032564,2017-04-20,0,15
39741150,2017-04-20,0,10
9267233,2017-04-20,0,13
47452589,2017-04-20,0,7
38344017,2017-04-20,0,9
33035242,2017-04-20,0,13
36498816,2017-04-20,0,13
39201071,2017-04-20,0,10
17469383,2017-04-20,0,9
36640851,2017-04-20,0,18
33756339,2017-04-20,0,25
15457278,2017-04-20,0,6
23455498,2017-04-20,0,17
39416382,2017-04-20,0,5
9291748,2017-04-20,0,16
23080385,2017-04-20,0,12
41385604,2017-04-20,0,7
6656767,2017-04-20,0,6
39355518,2017-04-20,0,27
26931840,2017-04-20,0,12
37105478,2017-04-20,0,28
7921920,2017-04-20,0,16
21112046,2017-04-20,0,11
22649985,2017-04-20,0,15
45091576,2017-04-20,0,8
39676708,2017-04-20,0,18
44389931,2017-04-20,0,10
30053755,2017-04-20,0,54
15668418,2017-04-20,3,15
7680050,2017-04-20,1,7
5521570,2017-04-20,0,17
25958199,2017-04-20,0,25
15902856,2017-04-20,0,7
35010995,2017-04-20,0,6
35203385,2017-04-20,0,10
6847077,2017-04-20,0,14
33561980,2017-04-20,0,6
7244585,2017-04-20,0,8
10234882,2017-04-20,0,7
19417635,2017-04-20,0,30
19421643,2017-04-20,0,7
13123621,2017-04-20,0,10
26228371,2017-04-20,0,17
26952812,2017-04-20,0,9
47478288,2017-04-20,0,9
39182179,2017-04-20,0,8
9162418,2017-04-20,0,4
27392243,2017-04-20,0,12
23690342,2017-04-20,0,13
44471650,2017-04-20,0,10
36478677,2017-04-20,0,12
41468798,2017-04-20,0,19
23246051,2017-04-20,0,9
47087244,2017-04-20,0,19
36670382,2017-04-20,0,14
27286477,2017-04-20,0,9
41677961,2017-04-20,0,6
37116550,2017-04-20,0,13
31870301,2017-04-20,0,14
46755386,2017-04-20,0,10
21060045,2017-04-20,0,9
29681975,2017-04-20,0,10
24722629,2017-04-20,0,4
27684755,2017-04-20,0,32
41343875,2017-04-20,0,7
45202284,2017-04-20,0,9
20721257,2017-04-20,0,6
19149245,2017-04-20,0,12
24039356,2017-04-20,0,10
30912278,2017-04-20,0,30
9416050,2017-04-20,0,13
25330473,2017-04-20,0,7
24939151,2017-04-20,0,8
41773247,2017-04-20,0,11
